Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB
54,0,0,14,71.91,490
28,1,2,7,61.98,88
20,1,1,20,36.06,151
23,1,3,18,75.76,298
46,1,4,21,78.44,147
63,1,0,23,91.91,217
49,0,0,19,65.45,495
68,1,4,20,70.25,394
36,0,4,2,35.25,268
70,1,3,5,61.79,486
28,0,1,22,68.21,68
68,0,4,7,38.76,231
32,0,1,7,63.42,190
50,1,0,16,56.11,379
19,0,3,3,44.51,368
18,0,0,12,56.91,128
25,0,0,24,69.79,393
53,0,4,19,58.73,360
56,0,1,11,98.3,491
42,1,0,22,69.0,371
56,1,1,4,89.51,397
47,0,3,18,84.12,401
22,1,0,4,36.03,437
42,0,1,7,84.02,455
62,0,4,5,38.06,186
60,1,4,14,45.08,389
45,1,4,19,79.93,68
52,0,4,5,36.4,288
46,1,0,7,57.19,330
50,0,2,3,57.25,56
60,1,4,7,74.99,212
50,1,0,18,81.25,130
19,0,2,19,60.41,341
55,0,4,5,51.3,304
52,0,0,22,92.62,237
33,0,4,6,86.02,394
56,1,3,1,94.4,76
36,1,0,23,64.76,192
65,0,4,20,74.88,230
29,0,0,10,82.46,119
20,0,0,9,48.94,62
51,0,1,1,64.67,329
70,0,2,4,93.67,260
68,1,0,15,90.6,217
60,1,2,4,60.36,433
57,0,1,1,39.37,389
20,0,1,22,78.08,151
43,0,1,18,57.4,283
41,0,1,18,69.23,273
53,1,1,24,65.61,287
19,1,3,9,42.23,105
57,0,0,14,56.81,381
34,0,1,14,96.37,353
36,1,0,2,78.07,484
40,1,1,4,31.28,319
50,1,4,22,87.2,230
32,1,3,22,79.92,230
61,0,1,5,99.37,199
51,1,1,10,38.03,242
50,0,0,14,53.19,479
29,0,1,8,89.55,301
21,0,2,4,33.26,264
51,1,2,5,58.04,94
60,0,3,18,53.68,419
23,1,3,11,39.83,111
45,0,2,17,45.19,401
27,1,1,4,32.9,350
44,1,0,9,87.14,236
67,0,4,16,78.61,151
42,0,4,18,60.77,365
44,1,0,15,94.67,224
38,0,3,11,48.62,162
67,1,1,1,31.04,287
29,0,0,16,56.05,423
42,0,1,23,93.36,336
61,1,3,16,47.45,417
30,0,4,7,94.47,279
25,1,3,16,57.25,380
33,1,0,9,90.24,189
64,0,3,14,73.7,169
67,0,4,19,77.79,355
26,1,1,18,69.72,299
32,1,2,18,64.18,316
70,0,0,17,79.84,259
23,0,3,2,99.32,399
19,1,3,18,76.36,435
25,0,4,4,53.15,362
50,0,0,14,70.79,125
45,0,0,13,44.21,118
43,0,0,14,94.82,121
22,1,1,24,31.62,417
48,1,3,21,82.19,380
19,0,0,2,98.88,326
50,1,3,1,92.76,241
32,1,2,6,67.89,251
31,1,2,17,58.09,162
27,0,1,21,67.0,191
67,0,0,8,40.8,214
55,1,0,4,66.9,464
32,0,2,16,33.91,368
42,1,4,14,70.13,101
27,1,4,19,92.55,383
59,0,1,7,70.17,171
59,0,4,14,54.47,428
50,1,4,10,94.15,299
68,0,4,15,52.47,217
35,0,0,19,53.25,444
55,0,3,4,89.66,336
61,0,4,1,42.2,63
65,1,1,23,94.04,151
37,0,4,15,92.78,212
27,1,2,24,76.65,76
68,0,4,20,83.56,366
62,1,3,18,48.44,227
37,0,1,5,71.28,407
37,1,3,4,90.94,226
52,1,1,15,33.12,437
30,1,3,12,47.09,52
59,0,4,9,67.4,98
45,0,1,3,86.49,214
39,1,1,9,71.23,179
25,0,1,7,39.59,109
55,0,2,12,71.07,356
52,0,3,8,30.5,380
36,0,2,16,50.47,206
56,1,4,22,55.89,305
57,0,4,10,30.1,338
60,0,3,5,73.57,354
23,1,3,23,48.99,426
47,0,0,19,59.18,268
60,1,0,11,50.5,347
59,0,4,14,94.75,203
60,0,2,18,76.46,231
57,1,0,15,49.91,83
50,0,4,5,64.55,377
36,0,1,17,64.98,354
38,0,4,21,78.41,75
42,0,2,17,74.38,441
55,0,2,18,44.05,285
64,0,4,5,98.14,105
18,0,1,4,44.49,198
63,1,1,17,36.18,280
23,0,0,13,99.24,400
18,1,2,4,70.36,190
62,0,3,5,77.71,166
69,1,1,5,52.31,245
46,0,1,7,52.12,117
26,0,0,4,74.11,287
34,0,2,16,56.64,249
60,1,2,23,67.39,296
42,0,3,4,38.78,184
63,1,3,12,75.11,473
48,1,1,6,30.99,491
61,0,0,2,95.93,120
32,1,1,19,56.6,132
41,0,4,22,81.6,157
45,1,2,8,38.9,138
23,0,2,3,81.6,459
43,1,0,14,58.26,458
40,0,0,10,94.44,188
37,1,3,21,78.31,395
47,0,3,21,67.68,159
56,0,1,8,38.67,144
50,0,0,15,42.81,331
56,0,0,19,53.08,426
20,0,3,21,37.46,401
58,1,3,2,84.32,347
46,0,2,17,86.82,463
21,1,3,18,82.26,124
58,1,0,18,79.04,201
56,0,2,20,60.67,335
49,1,3,10,53.36,130
70,0,3,1,88.45,394
37,0,1,2,51.07,486
35,0,4,10,57.54,258
68,0,1,19,82.43,175
58,1,2,18,94.75,489
62,0,0,10,33.62,245
66,1,4,8,38.47,133
44,0,0,14,46.3,310
57,1,4,21,78.59,79
34,1,3,3,96.41,479
70,0,0,16,53.38,442
29,0,2,2,46.5,199
28,0,1,18,30.62,298
25,1,1,15,57.12,87
48,1,1,19,78.01,65
70,1,4,10,46.41,252
44,1,3,20,86.1,143
63,0,3,7,95.53,444
22,1,4,10,56.1,455
28,0,4,8,78.96,62
54,1,3,21,56.45,157
67,1,3,24,99.38,460
30,1,0,8,69.09,409
26,1,4,3,55.92,285
29,0,2,8,77.23,230
52,0,4,15,32.25,283
51,0,3,23,80.31,415
28,1,2,1,45.82,472
33,1,2,2,55.77,137
28,0,4,3,33.7,128
23,1,0,22,92.84,181
27,0,2,11,85.48,379
23,0,3,20,80.9,486
19,0,1,4,39.61,301
53,1,0,4,42.47,496
65,0,1,11,53.23,186
42,1,3,17,62.69,150
56,1,3,5,45.99,186
48,1,0,2,37.34,192
43,0,0,13,54.43,280
38,1,4,7,55.43,328
23,1,3,13,60.9,118
50,1,2,2,93.72,413
28,0,1,9,60.01,307
57,0,0,12,40.32,296
59,0,2,6,98.15,110
42,1,3,22,68.28,152
24,1,3,7,75.56,136
51,1,0,12,75.76,365
62,0,0,20,97.59,488
46,1,3,15,57.16,94
21,0,1,11,47.06,282
31,1,2,7,59.18,189
27,1,3,11,96.43,479
21,1,3,4,61.0,204
69,1,3,23,30.26,232
50,0,4,1,35.84,478
28,1,0,15,39.68,170
54,1,4,6,61.29,499
26,1,2,5,68.66,400
57,0,2,14,33.39,379
20,1,0,14,39.64,209
43,1,0,12,39.37,70
68,1,3,18,63.79,103
49,0,2,22,46.1,445
41,1,3,18,60.29,493
66,1,0,9,30.83,460
20,1,4,24,79.24,489
66,1,4,13,38.84,474
33,1,1,19,81.39,210
22,0,0,14,90.13,451
51,1,1,7,34.91,79
69,1,4,13,59.74,108
36,0,1,11,84.17,70
57,1,3,24,84.67,284
52,1,2,4,93.07,419
52,0,1,15,42.9,77
69,0,3,12,55.82,380
61,0,4,8,30.54,380
57,1,2,16,84.65,476
67,0,3,5,36.42,362
45,0,3,12,86.95,190
61,0,3,2,67.65,287
49,1,3,18,48.31,192
51,1,2,2,46.65,346
46,0,1,7,47.37,347
38,1,1,9,80.86,129
69,1,1,4,59.32,428
27,1,1,7,99.05,102
43,1,3,2,39.98,289
60,1,0,5,88.99,445
53,0,3,15,64.57,204
26,1,3,18,37.9,238
36,1,1,12,47.75,143
56,1,4,15,39.03,84
33,1,0,20,89.58,327
50,0,3,2,80.66,195
38,1,2,17,69.28,291
42,0,0,8,56.15,324
42,1,2,16,66.14,481
70,0,2,3,47.15,235
23,1,3,7,41.39,417
34,0,0,12,81.8,357
32,0,1,13,58.32,452
31,1,3,7,53.24,366
57,0,0,6,60.82,273
43,0,2,16,80.56,353
47,1,4,18,37.2,412
40,1,4,22,63.93,498
66,1,3,10,52.23,227
36,1,1,3,89.88,299
37,0,2,23,61.82,389
60,0,3,3,63.19,117
65,0,3,13,47.66,332
18,1,4,2,91.58,72
41,1,4,3,90.43,98
50,0,2,4,60.8,225
28,0,1,21,67.37,204
25,1,4,22,61.57,325
46,0,1,5,65.31,384
24,0,4,21,95.01,364
40,0,2,2,55.54,328
63,1,2,7,53.96,110
19,1,1,21,98.58,109
18,1,4,6,43.98,58
32,1,2,18,67.24,494
30,0,4,19,82.23,383
27,1,2,8,98.07,233
48,1,3,21,33.89,273
54,1,1,18,89.67,499
59,0,2,9,54.9,426
22,0,4,21,61.0,243
29,1,1,11,52.6,202
40,1,4,4,57.01,209
52,0,3,3,37.09,432
21,1,4,15,81.33,99
30,0,1,15,62.37,353
38,1,3,19,80.97,267
41,1,0,24,70.8,379
30,0,2,20,93.87,422
22,0,3,6,30.27,307
21,1,3,8,55.97,390
54,1,0,16,64.88,417
28,0,2,15,38.34,178
66,0,1,4,93.82,89
46,0,4,13,34.36,339
21,1,2,2,89.55,108
65,0,3,6,35.87,217
57,1,4,4,67.12,126
32,1,3,5,67.57,312
40,0,0,12,89.21,166
23,0,0,5,52.4,300
64,1,0,1,41.0,276
20,1,4,22,60.19,293
48,1,1,16,93.93,355
39,1,2,7,58.23,382
57,1,4,14,45.31,151
67,0,1,6,98.71,77
18,1,4,17,62.99,361
44,1,3,24,74.65,233
70,1,1,17,45.81,284
33,0,1,17,79.23,394
70,0,3,14,84.51,343
22,1,1,18,87.59,285
30,1,4,22,35.36,135
57,0,3,22,88.53,255
18,1,0,17,46.44,115
57,1,3,24,64.72,319
20,0,0,3,72.32,200
68,1,2,12,83.97,76
29,0,2,20,51.58,246
21,0,3,17,96.39,95
20,1,2,1,68.23,191
35,0,4,22,96.47,266
42,0,4,13,80.57,147
19,0,0,16,46.47,496
43,1,3,2,44.84,234
28,0,3,23,74.88,200
59,0,2,23,85.65,309
44,1,0,18,82.45,292
29,0,1,18,61.34,381
38,1,2,9,60.93,200
36,1,2,22,33.73,450
38,0,0,22,92.77,275
62,1,3,22,46.67,102
31,1,2,21,43.28,475
41,1,4,22,68.46,167
47,1,4,3,61.3,327
58,1,0,22,78.38,500
38,1,3,20,77.22,460
28,1,3,2,40.5,293
41,1,4,7,89.03,413
40,0,2,19,74.73,481
59,1,4,3,38.88,188
22,0,3,7,67.51,405
69,1,0,22,32.32,394
37,0,1,22,45.5,53
23,1,1,6,54.16,393
57,1,1,15,70.72,91
50,0,0,17,70.94,332
46,0,2,12,70.3,287
66,1,0,1,33.13,365
35,0,1,22,38.5,93
46,1,2,2,35.27,233
31,1,4,8,95.3,359
49,0,3,7,96.68,50
49,1,2,23,33.6,493
54,1,3,4,65.45,255
51,0,4,6,33.54,223
65,0,3,12,44.72,403
63,0,2,17,50.67,310
50,0,0,17,99.38,401
26,0,0,23,40.08,199
20,1,4,20,60.4,300
68,0,0,14,83.82,78
68,0,2,3,43.05,205
24,0,4,18,41.37,355
31,1,2,7,84.77,461
29,1,0,1,89.28,378
55,0,1,15,86.31,76
59,1,2,15,30.42,371
33,0,3,13,62.41,461
65,0,2,24,35.27,112
23,0,1,4,85.55,108
56,0,1,22,67.28,402
62,0,3,22,82.49,154
70,0,3,13,98.15,341
59,0,0,17,73.44,262
22,1,2,18,48.09,364
66,1,2,14,38.15,269
39,1,3,9,80.25,377
68,1,3,23,55.34,167
38,1,4,4,85.95,422
45,0,3,1,98.31,95
52,1,0,24,57.87,466
18,0,0,13,61.24,325
60,0,1,20,55.02,216
65,1,1,10,66.91,346
43,0,3,10,69.41,194
53,1,2,13,66.0,243
50,0,1,3,66.02,158
62,0,3,1,33.45,464
28,1,4,24,54.21,59
19,0,0,13,43.54,234
28,1,0,7,57.2,444
43,0,3,14,73.42,468
32,0,3,14,40.75,463
59,0,4,8,74.65,167
33,0,4,18,49.1,59
52,1,3,15,84.29,356
60,1,0,8,65.21,479
30,1,4,2,78.68,206
70,0,3,19,55.08,467
28,0,3,14,81.38,406
48,0,0,19,30.89,112
56,1,3,15,89.71,221
46,1,3,4,46.54,101
24,1,1,1,55.33,464
26,0,1,17,49.25,122
21,0,2,24,60.75,492
34,1,3,14,85.77,318
43,0,0,18,90.12,77
62,1,1,11,48.76,164
21,0,1,13,41.19,150
30,1,3,12,33.96,326
35,0,0,2,40.39,471
19,1,2,5,56.28,251
57,0,1,21,87.15,133
70,0,3,24,32.14,437
48,1,2,8,79.01,304
33,1,2,1,61.57,93
42,1,1,3,99.36,424
56,0,2,4,96.02,195
32,1,2,18,74.2,193
50,1,0,18,45.65,489
52,0,4,4,55.6,211
69,0,3,13,39.28,420
18,1,1,14,34.7,59
48,0,4,9,32.45,163
58,1,1,14,50.48,247
28,0,2,19,65.13,74
69,0,3,17,46.77,330
67,0,4,6,42.9,151
43,1,2,1,41.52,277
43,1,0,5,76.86,446
40,0,0,18,58.94,209
31,1,2,8,76.87,464
42,1,4,23,84.34,424
56,0,2,2,69.09,290
55,0,0,24,42.67,409
28,1,1,18,81.31,405
30,0,0,8,74.87,239
33,1,4,19,61.64,342
43,0,2,10,78.85,480
46,0,3,5,34.61,278
47,1,4,24,82.55,328
38,0,4,15,73.26,138
33,0,2,10,43.77,484
30,1,1,11,91.56,175
55,1,0,20,45.31,385
22,1,0,7,55.68,123
26,0,0,5,71.26,487
56,1,3,18,49.59,434
31,1,2,5,70.31,414
65,1,0,24,95.35,338
31,1,3,2,95.78,151
40,0,2,13,84.67,394
60,1,2,1,86.31,202
62,1,4,4,71.84,421
44,1,1,22,56.39,122
41,1,0,15,36.51,494
54,1,0,1,65.71,205
41,1,0,21,48.05,210
21,1,1,17,38.26,348
66,0,2,21,89.6,80
69,1,3,13,73.2,487
21,1,2,4,85.25,345
19,1,3,16,66.89,411
60,0,2,21,49.51,283
48,1,3,17,48.91,458
53,1,1,22,32.61,474
66,0,0,6,94.81,227
42,0,4,18,93.25,273
24,1,3,9,30.67,78
65,0,3,16,63.47,216
41,1,0,22,91.29,409
67,1,2,1,31.26,405
40,1,1,11,45.52,276
52,1,2,10,95.02,387
62,1,1,23,32.28,196
67,1,0,5,93.19,87
36,1,2,4,64.42,300
64,1,0,24,69.26,57
34,0,3,6,81.13,329
47,1,2,8,65.37,303
38,0,2,17,96.12,418
33,1,1,8,32.81,68
26,1,4,1,67.21,97
41,1,4,16,66.51,326
68,0,0,3,37.31,277
60,0,0,15,31.47,438
19,1,2,13,74.24,80
41,0,2,8,75.1,139
46,1,3,16,36.39,145
54,1,4,24,59.19,422
38,0,4,22,99.12,227
58,1,2,3,41.28,457
56,0,4,8,38.94,303
36,0,0,5,49.6,108
48,0,0,21,64.04,313
29,0,1,20,80.97,305
35,1,4,9,97.23,103
50,1,2,3,86.07,479
44,0,2,18,31.37,106
61,1,4,11,71.9,57
61,1,3,17,35.9,483
27,0,1,9,42.29,433
58,1,1,22,46.24,146
65,0,0,24,35.81,101
45,0,4,11,70.61,246
37,0,2,11,61.49,208
54,0,0,10,68.46,427
38,0,0,20,50.24,298
33,0,2,7,62.4,160
18,1,1,18,50.75,79
32,0,2,15,95.79,87
56,1,2,21,92.49,479
19,0,0,23,61.8,225
51,1,1,6,84.2,265
65,1,2,12,91.82,278
26,0,1,17,38.74,95
61,0,2,9,69.04,360
33,1,0,1,41.87,488
47,1,0,13,43.96,399
54,0,2,7,69.12,164
66,1,2,10,62.57,348
60,0,4,18,78.09,103
69,0,3,7,58.46,430
59,0,2,17,75.43,329
68,1,2,11,38.81,117
23,1,1,24,76.73,326
33,1,1,2,68.61,438
59,1,3,21,86.43,321
26,0,2,17,81.19,317
60,0,2,8,97.24,218
58,0,3,9,55.86,483
33,0,1,12,35.54,234
18,0,1,22,43.87,238
22,1,4,5,72.11,173
47,0,4,12,78.54,283
56,1,2,8,76.87,410
61,0,1,12,81.26,97
63,1,2,19,55.04,348
40,1,1,9,72.06,192
26,0,1,24,64.92,361
37,1,0,13,41.29,89
27,1,0,15,75.43,129
44,0,1,17,53.97,256
44,0,4,18,85.83,187
21,0,0,20,79.02,161
32,1,4,16,41.35,378
37,0,2,1,71.29,199
26,0,0,2,33.91,213
57,0,1,15,62.14,219
58,0,2,17,31.81,144
23,1,3,12,82.0,203
68,1,3,1,39.32,396
27,1,3,17,56.8,328
52,1,0,4,78.54,487
59,1,0,15,69.91,249
39,1,1,5,56.21,488
54,0,1,2,84.45,289
62,1,0,20,32.5,343
53,1,3,18,65.66,284
29,0,4,10,69.77,300
49,0,3,3,90.03,208
64,0,1,8,72.28,354
61,0,3,10,98.27,273
68,0,4,2,84.48,204
43,1,4,1,41.44,390
67,1,4,13,98.6,173
55,0,0,9,54.25,208
35,0,3,15,84.97,203
21,0,4,5,90.69,88
68,0,0,12,91.18,457
68,0,4,8,89.14,396
57,1,0,3,99.47,189
25,1,4,10,32.2,152
23,0,3,14,67.18,267
63,0,3,16,69.88,101
38,0,3,20,54.56,425
51,0,1,5,30.16,422
41,1,1,3,70.16,484
47,1,0,23,33.89,71
24,1,2,4,84.16,452
59,0,4,3,61.28,373
29,0,2,24,84.51,455
23,1,2,16,98.57,169
22,0,0,16,40.02,361
32,0,2,24,87.46,284
68,0,1,17,89.23,305
19,1,1,2,65.85,414
30,0,3,16,73.53,348
38,0,4,23,58.73,391
22,1,3,11,52.9,177
32,0,2,6,73.68,335
33,1,4,8,56.2,187
27,1,2,3,42.95,394
61,0,3,6,45.17,164
62,1,3,17,91.47,229
26,0,4,15,41.87,112
33,0,2,17,82.28,230
57,1,2,14,73.81,497
50,1,2,10,74.11,487
35,0,1,15,60.78,98
61,0,0,12,58.37,112
50,0,1,15,35.06,102
23,0,3,24,94.97,433
21,0,3,17,95.04,324
48,1,4,7,47.97,370
69,1,1,11,90.08,202
58,1,1,24,62.02,139
31,0,3,2,30.49,341
53,1,0,23,83.08,265
24,1,4,18,47.01,83
21,1,1,10,49.78,101
36,1,2,10,89.86,379
31,0,1,19,82.49,148
34,1,3,9,49.35,110
45,0,2,21,71.77,227
42,1,3,6,39.27,202
25,0,2,24,80.35,132
25,0,2,23,88.6,148
52,0,4,1,80.36,400
25,1,4,4,37.69,268
48,1,2,9,93.36,349
54,0,2,3,38.5,65
25,0,0,2,45.54,62
50,0,4,23,82.05,409
65,0,4,10,63.02,180
18,1,2,4,96.48,202
24,1,3,21,31.74,291
31,0,2,21,83.57,355
70,1,4,1,82.61,323
64,1,3,13,68.88,350
24,0,4,11,44.35,488
65,1,3,5,57.91,292
48,1,1,1,73.41,309
32,1,4,24,90.98,311
35,1,0,19,73.08,166
24,1,1,6,91.03,392
68,0,1,7,50.28,358
23,0,1,24,56.86,147
34,0,4,9,61.8,83
58,1,0,3,33.84,467
25,0,1,23,43.71,217
66,1,3,3,78.86,387
58,0,1,20,32.32,141
67,1,2,8,76.2,89
51,1,1,4,38.44,125
48,0,3,17,70.83,161
63,1,4,24,93.45,452
68,1,0,4,59.2,126
31,0,3,16,89.06,260
23,0,1,6,43.08,434
66,1,3,15,68.9,429
58,0,2,16,62.74,94
70,0,0,5,67.09,284
44,1,0,17,85.95,200
26,1,4,2,54.66,360
26,1,2,5,54.7,384
66,1,0,4,36.59,397
66,1,0,23,68.39,201
52,0,4,16,40.29,74
56,1,1,3,77.03,491
48,0,4,19,56.37,498
63,0,4,23,36.45,385
42,1,2,17,32.0,131
20,0,2,17,99.78,326
30,0,2,20,65.96,166
34,1,4,24,53.14,456
26,0,3,21,85.58,269
21,0,4,6,96.08,212
66,0,0,10,32.72,198
38,1,4,10,95.27,53
62,0,2,1,48.52,429
43,0,3,23,91.28,155
32,0,3,21,83.0,477
25,0,4,20,81.62,171
34,0,1,14,55.53,162
24,0,0,3,34.84,289
18,1,0,5,74.44,218
42,0,4,9,46.83,221
55,0,1,13,61.11,231
41,0,2,3,32.04,293
69,1,0,12,78.19,53
28,0,0,10,50.5,174
44,0,0,19,75.45,477
33,1,2,8,37.1,356
24,1,1,15,83.64,219
60,0,4,3,61.43,447
39,0,1,7,30.86,240
48,0,1,20,85.94,139
35,0,1,17,69.91,395
44,1,4,9,59.94,67
53,1,0,14,40.29,345
54,0,4,12,74.04,377
68,0,1,22,43.53,419
30,1,2,23,57.42,103
31,0,3,24,56.72,462
64,1,4,10,38.15,175
22,1,1,2,86.19,108
68,1,0,3,43.73,500
67,0,2,8,80.73,208
68,1,2,21,68.79,265
51,1,3,4,41.5,57
43,0,4,6,87.11,255
68,1,1,22,37.81,66
51,1,1,12,58.19,198
18,1,1,10,37.89,473
19,0,3,15,91.25,448
42,1,1,10,77.49,194
66,1,4,18,72.57,234
35,1,0,14,89.44,226
47,0,3,8,53.48,267
61,0,1,4,58.23,87
23,0,1,21,40.2,375
67,1,1,22,59.77,436
38,0,4,20,31.27,160
36,1,4,18,40.85,280
41,0,4,16,95.37,154
49,1,1,21,81.96,463
31,1,3,19,54.4,248
65,0,4,22,87.98,206
69,0,1,6,53.95,464
48,1,3,21,77.72,72
22,0,2,6,66.33,308
63,0,1,23,49.17,291
31,1,0,8,56.74,476
66,1,4,15,70.41,135
63,1,3,17,66.33,170
40,1,1,19,54.03,105
52,1,1,23,77.42,153
65,0,1,15,57.68,146
37,0,2,24,63.65,491
29,1,0,13,87.94,480
59,1,1,22,78.82,106
38,0,4,24,54.44,137
67,0,2,6,50.76,174
36,1,2,5,30.84,247
60,0,2,15,74.37,319
31,1,2,20,71.94,456
58,1,4,5,60.61,102
57,0,0,15,46.86,287
50,0,2,10,66.27,410
64,0,4,6,87.68,73
68,1,4,3,76.55,316
62,0,4,14,71.9,250
34,1,0,8,38.31,393
49,1,0,1,34.27,296
51,0,2,13,63.18,261
69,1,2,15,61.05,307
21,1,3,1,40.85,173
21,1,1,11,88.64,80
40,0,3,10,59.7,272
65,1,4,19,39.74,426
47,0,4,21,54.38,391
27,1,1,5,57.58,334
18,0,2,19,88.62,332
27,1,0,12,31.56,482
51,0,3,10,75.3,107
42,0,4,11,53.08,371
65,0,2,23,60.58,437
70,1,2,9,82.41,113
42,0,1,12,83.86,212
63,1,0,17,48.55,265
40,0,0,7,32.21,340
53,0,2,13,34.46,340
55,1,4,21,63.16,411
22,0,3,17,78.46,389
55,1,3,21,90.39,342
38,0,4,9,62.82,165
18,0,1,18,36.38,368
28,1,2,24,83.89,76
53,0,1,7,63.45,417
47,1,4,16,68.55,188
38,1,1,16,70.1,224
41,0,4,20,49.87,361
20,0,4,6,80.29,97
59,0,1,2,74.18,416
27,1,0,23,93.33,291
38,0,0,4,62.59,58
18,0,4,15,77.31,229
39,0,3,14,30.42,183
58,1,4,21,97.17,74
51,1,1,3,61.31,373
45,1,0,4,33.1,242
31,1,1,5,95.16,370
20,1,1,9,40.9,263
29,1,0,22,95.02,146
68,0,1,6,79.99,79
67,0,0,21,66.79,203
29,0,3,12,88.88,230
48,0,1,23,66.72,264
66,1,4,6,76.86,328
21,1,0,1,98.84,281
50,0,0,10,67.68,301
47,0,2,16,57.6,458
41,1,2,8,68.12,424
39,1,4,17,56.83,206
40,1,2,20,87.22,253
43,1,0,7,57.33,52
37,0,2,12,52.91,361
53,1,2,15,73.5,148
30,1,0,10,33.4,421
62,1,0,7,54.73,177
33,0,2,12,79.19,498
23,0,2,17,68.95,221
53,0,2,14,50.8,353
28,0,1,17,76.47,109
57,0,0,10,79.3,159
69,1,3,19,44.98,365
69,0,4,17,73.61,203
34,1,1,9,69.72,69
51,1,3,2,42.88,143
21,1,1,5,56.02,248
59,1,4,8,43.26,98
47,1,4,21,69.85,335
58,1,4,12,81.11,221
49,0,2,11,79.95,182
62,1,0,4,80.52,350
57,0,3,21,35.84,426
55,1,1,8,84.73,366
59,1,0,21,83.33,145
69,0,3,3,88.65,439
28,0,1,18,64.78,400
53,0,0,10,81.32,223
55,0,1,16,35.5,490
38,1,2,19,69.0,452
21,1,2,17,91.07,371
51,1,3,19,73.27,333
63,1,0,16,58.63,198
65,0,4,12,64.95,168
66,1,2,10,72.54,180
66,0,4,13,36.04,89
66,1,2,19,72.16,434
40,1,3,22,63.79,129
27,0,1,19,74.97,286
28,0,0,24,59.39,369
32,0,2,14,87.65,345
70,0,2,19,66.88,165
57,1,4,24,70.3,294
46,0,1,18,74.21,467
64,1,1,21,82.55,114
45,0,0,11,68.72,408
22,1,2,8,65.99,395
40,1,0,20,42.13,182
35,1,2,23,96.04,340
44,0,4,21,99.56,328
18,1,1,3,48.5,122
38,0,2,22,46.95,230
28,0,1,3,30.23,92
40,0,2,2,91.22,224
45,0,2,2,90.8,314
57,1,0,11,42.51,477
23,0,4,23,78.48,81
59,0,3,24,40.06,113
35,1,0,19,71.84,489
54,0,0,3,43.29,401
61,0,4,11,83.29,403
20,1,4,3,64.12,88
25,0,2,11,44.7,109
18,1,0,21,93.59,295
19,1,2,14,51.25,386
63,0,0,19,48.28,226
25,1,3,16,86.53,481
54,1,1,5,77.87,241
32,0,2,20,55.38,104
46,0,3,16,36.37,275
39,0,1,21,87.04,160
70,0,0,21,95.51,84
47,1,3,20,59.55,351
66,0,4,2,31.93,105
18,1,2,1,65.12,419
47,1,4,10,33.04,356
62,1,4,14,96.43,390
26,0,0,12,88.7,278
25,0,1,7,60.57,181
39,1,1,10,57.77,203
20,1,3,13,37.34,159
29,0,3,15,92.98,411
26,1,3,4,79.72,260
65,1,1,6,72.47,92
34,1,0,4,60.85,107
26,1,4,10,79.57,191
22,0,4,3,82.02,197
66,0,3,6,59.48,438
19,0,2,10,60.79,96
59,0,4,11,30.21,415
23,1,0,7,46.69,166
36,0,0,17,99.56,486
31,0,4,4,59.36,409
32,1,2,15,79.55,449
56,1,3,11,72.94,134
66,0,3,14,90.91,482
25,1,1,19,52.2,379
38,1,2,4,31.02,452
51,0,4,17,43.9,184
58,0,0,17,86.41,375
49,1,3,6,47.88,118
40,0,0,19,30.59,126
26,1,3,13,80.8,488
58,0,3,8,99.61,221
54,1,2,3,60.07,143
34,1,4,1,44.53,242
38,1,4,14,36.46,215
62,0,1,5,52.44,340
52,1,4,19,44.77,481
24,1,0,13,60.9,498
25,1,1,2,94.04,302
52,0,4,5,95.24,393
37,1,1,8,80.22,210
41,0,3,21,55.67,324
51,1,3,2,96.07,236
64,1,2,24,54.45,84
54,0,1,18,31.42,469
44,1,4,18,87.55,255
67,0,3,20,43.06,273
55,1,2,21,59.8,450
39,0,3,11,37.1,155
57,1,1,2,72.72,487
37,0,0,16,46.69,439
62,0,1,5,38.91,192
66,1,3,19,93.83,341
44,1,2,12,53.04,67
62,0,4,16,89.51,411
67,0,3,20,38.57,264
26,1,2,5,98.82,277
20,1,4,15,62.78,135
62,0,3,3,58.95,459
59,1,2,14,83.51,121
39,1,2,13,99.16,373
53,0,0,8,59.49,451
36,1,4,20,41.58,406
19,1,3,8,50.63,484
54,1,4,6,51.51,403
37,1,1,4,58.02,302
39,0,0,2,56.04,165
39,1,0,13,61.32,381
69,0,1,8,73.62,169
58,1,2,14,81.34,286
32,0,2,15,88.04,53
49,1,3,18,56.3,110
57,1,0,14,96.53,438
65,0,4,23,30.3,477
40,1,2,14,99.4,485
47,0,0,14,78.69,314
59,1,4,5,71.55,90
31,1,1,7,97.85,113
42,1,3,11,31.66,481
38,0,3,17,36.12,359
41,1,2,13,44.3,192
41,1,3,11,86.81,407
31,1,4,14,87.95,303
42,0,0,17,79.44,362
33,1,2,9,95.36,454
33,0,3,18,99.04,116
53,0,4,21,66.69,108
46,0,1,14,37.59,462
36,1,1,21,50.87,71
32,0,2,22,71.51,175
19,0,4,1,52.62,275
60,0,0,10,55.27,135
27,1,1,14,36.0,369
22,0,1,16,53.16,269
42,1,1,15,66.05,288
50,1,3,15,92.76,167
20,0,3,17,80.73,369
34,1,4,5,68.37,499
28,1,4,8,81.36,170
21,0,3,3,45.98,392
62,1,1,10,79.36,311
67,0,3,15,50.05,174
18,1,1,18,30.02,482
62,1,2,19,58.91,448
